client,apar_id,apar_name,short_name,apar_gr_id,status,apar_once,main_apar_id,vat_reg_no,comp_reg_no,country_code,tax_code,tax_system,terms_id,pay_method,currency,pay_delay,credit_limit,credit_age,intrule_id,clearing_code,bank_account,iban,swift,collect_flag,invoice_code,expired_date,last_update,wf_state,_edge_case
HOL,CHOL0028,"Harris, Webb and Mills",Rogers-Fos,CHAR,N,0,,GB905430477,35290114,GB,S1,UK_VAT,COD,DD,GBP,0,49541.57,90,RULE1,37-12-85,77730769,,,0,STD,,2021-09-10,T,
HOL,CHOL0029,Thompson-Williams,Thomas-Tay,CORP,N,0,,GB502859804,95942441,GB,S2,UK_VAT,30NET,INT,GBP,10,198962.65,90,RULE1,,,GB93001676184723046184,QSKXGBSW,0,ELEC,,2021-08-22,T,
HOL,CHOL0030,Richards-Williams,"Robinson, ",SME,N,0,,GB313295228,91738839,GB,S1,UK_VAT,14NET,BACS,GBP,10,194758.35,60,STD,,,,,0,ELEC,,2022-08-28,T,
HOL,CHOL0031,"Stevenson, Lewis and Banks",Watson and,CORP,N,0,,GB688559516,76619601,GB,S1,UK_VAT,COD,CHQ,GBP,0,50728.53,30,STD,,,,,0,STD,,2026-02-01,T,
HOL,CHOL0032,"Davies, Williams and Clarke",Marsh LLC,SME,N,0,,GB260142678,22090691,GB,Z0,UK_VAT,30NET,BACS,GBP,0,181431.98,90,RULE1,,,,,0,ELEC,,2022-08-30,T,
HOL,CHOL0033,Cooper-Swift,"Dyer, Powe",SME,N,0,,GB153773200,23396125,GB,S1,UK_VAT,30NET,INT,GBP,0,75241.86,90,RULE2,,,GB64110022557941552166,ZHKWGB2X,0,STD,,2021-08-20,T,
HOL,CHOL0034,Miller-Allen,"Owen, McLe",CORP,N,0,,GB271149511,23920137,GB,S2,UK_VAT,COD,CHQ,GBP,10,137286.66,30,STD,,,,,0,ELEC,,2025-05-15,T,
HOL,CHOL0035,Payne and Sons,Weston-Joh,CORP,N,0,,GB834937767,27536261,GB,S2,UK_VAT,COD,INT,GBP,0,178080.82,60,RULE1,,,GB18450899358891637562,VOZBGBXF,0,ELEC,,2025-10-11,T,
HOL,CHOL0036,Smith LLC,"Williams, ",GOV,N,0,,GB180385942,75987872,GB,S2,UK_VAT,60NET,DD,GBP,0,194178.28,30,STD,38-80-92,60819877,,,0,ELEC,,2025-08-01,T,
HOL,CHOL0037,Thorpe-Kirk,Price Ltd,CORP,N,0,,GB592949064,69618021,GB,Z0,UK_VAT,COD,CHQ,GBP,0,172034.9,60,RULE2,,,,,0,STD,,2023-10-16,T,
HOL,CHOL0038,Turner-Barker,King-Ellis,CORP,N,0,,GB533190034,65343143,GB,S1,UK_VAT,30NET,BACS,GBP,0,159397.74,90,STD,,,,,0,ELEC,,2025-12-28,T,
HOL,CHOL0039,"Freeman, Ball and Barton","Ellis, Har",SME,N,0,,GB465989408,58767001,GB,S1,UK_VAT,60NET,CHQ,GBP,5,69734.66,90,STD,,,,,0,ELEC,,2025-01-07,T,
HOL,CHOL0040,Bond-O'Neill,James and ,SME,N,0,,GB222431652,23077775,GB,Z0,UK_VAT,60NET,INT,GBP,0,71564.64,90,RULE2,,,GB80851027261493316373,SCKYGB4V,0,ELEC,,2023-07-26,T,
HOL,CHOL0041,Payne-Naylor,Jones-Robi,SME,N,0,,GB104657489,81184297,GB,Z0,UK_VAT,30NET,CHQ,GBP,10,187385.11,90,RULE2,,,,,0,PAPER,,2025-05-19,T,
HOL,CHOL0042,Blackburn Inc,Gordon Ltd,GOV,N,0,,GB884362665,27231111,GB,S1,UK_VAT,COD,CHQ,GBP,10,123201.35,60,STD,,,,,0,ELEC,,2023-05-08,T,
HOL,CHOL0043,"Jones, Ali and Bolton","Ford, Page",CHAR,N,0,,GB527209652,56017729,GB,S2,UK_VAT,COD,CHQ,GBP,0,31945.1,90,STD,,,,,0,PAPER,,2023-11-16,T,
HOL,CHOL0044,Hall-Weston,Shaw PLC,CHAR,N,0,,GB864369269,84300459,GB,Z0,UK_VAT,60NET,INT,GBP,0,45893.98,90,RULE2,,,GB97522885158799684608,CJBBGBJ2,0,ELEC,,2024-10-31,T,
HOL,CHOL0045,"Fox, Read and Clarke","Walker, Ha",GOV,N,0,,GB166607238,49613096,GB,S1,UK_VAT,30NET,INT,GBP,0,163735.11,30,STD,,,GB96838638406665800439,WWLFGBWZ,0,ELEC,,2025-03-27,T,
HOL,CHOL0046,Rogers and Sons,Hudson-Wil,GOV,N,0,,GB415870923,70238919,GB,S1,UK_VAT,30NET,CHQ,GBP,0,192682.67,90,STD,,,,,0,STD,,2023-02-12,T,
HOL,CHOL0047,"Bowen, Baker and Smith","Andrews, R",SME,N,0,,GB399694490,84705402,GB,S2,UK_VAT,60NET,BACS,GBP,0,118877.28,60,RULE1,,,,,0,ELEC,,2023-08-14,T,
HOL,CHOL0048,"Ashton, Kerr and Thompson","Nash, Slat",CORP,N,0,,GB265037749,53302669,GB,Z0,UK_VAT,30NET,CHQ,GBP,10,169412.3,60,RULE2,,,,,0,PAPER,,2024-02-01,T,
HOL,CHOL0049,"Haynes, Bennett and Thomas",Francis Lt,CORP,N,0,,GB941847352,52662313,GB,Z0,UK_VAT,60NET,INT,GBP,0,106518.23,90,RULE1,,,GB63886153355543987801,RLXPGBW8,0,PAPER,,2025-12-19,T,
HOL,CHOL0050,"Pritchard, Kelly and Allen","Dawson, St",SME,N,0,,GB954920307,25216804,GB,S2,UK_VAT,14NET,INT,GBP,10,146175.24,30,STD,,,GB57887704358112880133,WLCNGBZ9,0,ELEC,,2024-08-17,T,
HOL,CHOL0051,Graham-Atkins,Nelson Ltd,GOV,N,0,,GB125504528,71636167,GB,Z0,UK_VAT,14NET,BACS,GBP,0,22066.58,30,RULE1,,,,,0,ELEC,,2024-02-17,T,
HOL,CHOL0052,Jordan-Ford,Steele Gro,GOV,N,0,,GB377721135,64711545,GB,S2,UK_VAT,COD,BACS,GBP,5,89439.88,30,RULE2,,,,,0,PAPER,,2021-08-31,T,
HOL,CHOL0053,Hall-Cook,Webster Lt,CORP,N,0,,GB911706504,88598977,GB,S1,UK_VAT,30NET,BACS,GBP,0,185969.31,30,RULE2,,,,,0,PAPER,,2022-09-10,T,
HOL,CHOL0054,Hunter-Taylor,Clarke-Mid,CHAR,N,0,,GB921706952,68743898,GB,S2,UK_VAT,COD,BACS,GBP,0,97427.6,90,RULE1,,,,,0,STD,,2025-03-10,T,
HOL,CHOL0055,"Whitehouse, Smith and Blake",Smith-Glov,CHAR,N,0,,GB780801356,29337491,GB,S2,UK_VAT,14NET,DD,GBP,0,112937.22,90,RULE1,25-15-10,86868988,,,0,PAPER,,2023-03-19,T,
HOL,CHOL0056,Harding-Taylor,Smith-Tayl,CHAR,N,0,,GB325542573,56150987,GB,S1,UK_VAT,COD,BACS,GBP,10,32778.75,30,RULE1,,,,,0,PAPER,,2025-09-06,T,
HOL,CHOL0057,Bradley PLC,"Webster, M",GOV,N,0,,GB223075021,34341456,GB,Z0,UK_VAT,30NET,INT,GBP,10,94946.71,90,RULE1,,,GB47141397552314913577,IRSDGBU3,0,ELEC,,2021-12-12,T,
HOL,CHOL0058,"Jones, Shaw and Stephenson",Harding PL,CHAR,N,0,,GB364328543,39732676,GB,Z0,UK_VAT,COD,BACS,GBP,0,168821.46,30,STD,,,,,0,PAPER,,2022-11-11,T,
HOL,CHOL0059,Morgan-Stevens,Parker-Whi,SME,N,0,,GB578199481,58149482,GB,S2,UK_VAT,COD,DD,GBP,10,26222.36,90,STD,20-45-27,82292089,,,0,STD,,2022-06-24,T,
HOL,CHOL0060,"Young, Lambert and Jones","Bailey, De",CORP,N,0,,GB120004122,78072320,GB,Z0,UK_VAT,30NET,BACS,GBP,10,117885.65,90,RULE1,,,,,0,STD,,2024-02-04,T,
HOL,CHOL0061,Wood-Miller,Thomas-Ben,SME,N,0,,,29949181,GB,S2,UK_VAT,COD,INT,GBP,0,178830.32,90,STD,,,GB47278816580392827229,YRZTGBRM,0,STD,,2025-04-09,T,CUST_VAT_MISSING
HOL,CHOL0062,"Chamberlain, Fisher and Ford","Price, Wal",GOV,N,0,,GB167496657,,GB,S2,UK_VAT,60NET,DD,GBP,0,135374.19,90,RULE2,59-70-68,16232730,,,0,STD,,2024-08-21,T,CUST_COMP_REG_MISSING
HOL,CHOL0063,"Davies, Iqbal and Simpson",Patel-Scot,CORP,N,0,,GB855631043,79977486,GB,Z0,UK_VAT,,INT,GBP,0,117833.13,90,RULE1,,,GB58659184638655779082,LFNHGBFF,0,PAPER,,2025-01-09,T,CUST_TERMS_MISSING
HOL,CHOL0064,"Singh, Mitchell and Ryan","Alexander,",GOV,N,0,,GB545188049,54322017,GB,Z0,UK_VAT,30NET,,GBP,5,136669.74,60,RULE1,,,,,0,PAPER,,2021-11-27,T,CUST_PAY_METHOD_MISSING
HOL,CHOL0065,"Ross, Jones and Murphy","Lawrence, ",CORP,N,0,,GB361639001,15790734,GB,S1,UK_VAT,60NET,DD,,0,127760.38,30,STD,28-17-31,44663022,,,0,STD,,2023-11-25,T,CUST_CURRENCY_MISSING
HOL,CHOL0066,Marsden-Scott,"Gray, Wrig",CORP,N,0,,GB872608028,98817918,GB,S2,UK_VAT,30NET,DD,GBP,0,,60,RULE2,31-38-62,90643207,,,0,STD,,2025-06-16,T,CUST_CREDIT_LIMIT_NULL
HOL,CHOL0067,"Kent, Walters and Hodgson",Chan Ltd,CHAR,N,0,,GB280089806,55992559,GB,S2,UK_VAT,30NET,CHQ,GBP,0,0.0,30,RULE1,,,,,0,STD,,2022-02-19,T,CUST_CREDIT_LIMIT_ZERO
HOL,CHOL0068,Robinson PLC,Roberts-Wo,GOV,N,0,,GB750162509,22924976,GB,S1,UK_VAT,COD,DD,GBP,10,121963.69,90,,25-21-71,98502178,,,0,STD,,2026-01-22,T,CUST_INTRULE_MISSING
HOL,CHOL0069,"Johnson, Anderson and Phillips","Gill, Russ",SME,N,0,,12345INVALID,66463253,GB,S2,UK_VAT,30NET,BACS,GBP,10,88646.47,60,RULE2,,,,,0,ELEC,,2024-04-21,T,CUST_VAT_FORMAT
HOL,CHOL0070,"Bentley, Jones and Barry","Bibi, Gray",SME,N,0,,GB243755891,ABC123,GB,S2,UK_VAT,60NET,BACS,GBP,0,60237.0,90,RULE2,,,,,0,ELEC,,2022-01-23,T,CUST_COMP_REG_FORMAT
HOL,CHOL0071,"Smith, Allen and Harrison",Brown LLC,CORP,N,0,,GB658090039,10965569,GB,S2,UK_VAT,60NET,DD,GBP,0,84724.79,30,RULE1,123456,10734097,,,0,ELEC,,2024-08-27,T,CUST_SORT_FORMAT
HOL,CHOL0072,Hayes-Marshall,Knight-Tal,CHAR,N,0,,GB757001875,46985109,GB,Z0,UK_VAT,COD,DD,GBP,0,85579.49,90,RULE2,84-42-43,123X,,,0,ELEC,,2022-06-04,T,CUST_BANK_FORMAT
HOL,CHOL0073,Wong-Newman,Cole PLC,CORP,N,0,,GB983963824,29505652,GB,S2,UK_VAT,COD,INT,GBP,0,17495.69,30,RULE2,,,GB49956213721386589026,TOOSHORT,0,STD,,2024-06-01,T,CUST_SWIFT_FORMAT
HOL,CHOL0074,Moore Ltd,Carey-Sinc,SME,N,0,,GB759240529,98070348,GB,Z0,UK_VAT,14NET,DD,GBP,10,16205.29,30,STD,73-66-11,37072687,,,0,PAPER,2022-02-08,2025-07-05,T,CUST_EXPIRED_ACTIVE
HOL,CHOL0075,Nicholls PLC,Kaur-Davie,GOV,N,0,,GB136087763,90465529,GB,Z0,UK_VAT,60NET,INT,GBP,10,38049.16,30,RULE2,,,GB40021465669380118489,JZHPGBH7,0,PAPER,,2021-01-10,W,CUST_WF_STUCK
HOL,CHOL0076,"Davies, Roberts and Pritchard",Lucas-Smit,GOV,N,0,,GB537157475,77946127,GB,S1,UK_VAT,30NET,INT,GBP,10,62379.11,30,STD,,,GB42894769735779071416,QZRFGBL8,1,PAPER,,2024-01-03,T,CUST_COLLECT_FLAG
HOL,CHOL0077,"Burns, Howarth and Robinson",Cole-Marsh,CHAR,N,0,,GB366564581,48559355,GB,S1,UK_VAT,COD,DD,GBP,0,19825.62,30,RULE2,,,,,0,ELEC,,2022-12-26,T,CUST_DD_NO_BANK
HOL,CHOL0078,Saunders-Stone,"Robertson,",CHAR,N,0,CHOL0001,GB296263306,35523849,GB,S2,UK_VAT,60NET,CHQ,GBP,0,148408.67,60,RULE1,,,,,0,STD,,2022-02-20,T,CUST_SUBSIDIARY
HOL,CHOL0079,"Young, Thomas and Holt",Watson-Nel,CHAR,N,0,,GB267498965,24319594,GB,S1,UK_VAT,30NET,CHQ,GBP,5,124696.26,90,RULE1,,,,,0,ELEC,,2023-01-31,T,CUST_NAME_DUP
HOL,CHOL0080,Thomas-Nolan,Ward Group,SME,N,0,,GB375584366,46874043,GB,S2,UK_VAT,60NET,INT,GBP,10,59651.99,30,STD,,,GB26086780856271875003,JCJWGBGJ,0,ELEC,,2023-08-24,T,CUST_VAT_DUP
HOL,CHOL0081,"Smith, Jones and Howell","Dixon, Moo",CHAR,N,1,,GB297475805,76943778,GB,S2,UK_VAT,60NET,INT,GBP,5,141638.96,60,RULE2,,,GB61472929314386632270,EMZWGBSZ,0,ELEC,,2022-09-07,T,CUST_SUNDRY
HOL,CHOL0082,Richards PLC,Smith Ltd,CORP,N,0,,GB527780790,23284172,GB,Z0,UK_VAT,60NET,INT,GBP,0,47016.13,60,RULE2,,,GB90175455884506159399,QNZHGBLS,0,PAPER,,2022-03-12,T,CUST_STALE
HOL,CHOL0083,"Wilson, Barnes and Spencer",Edwards-Sp,SME,C,0,,GB758916457,48456543,GB,S2,UK_VAT,60NET,BACS,GBP,0,129913.23,60,RULE2,,,,,0,PAPER,2022-04-08,2024-06-08,T,CUST_INACTIVE_FOR_TRANS_JOIN
