client,apar_id,apar_name,short_name,apar_gr_id,status,apar_once,main_apar_id,vat_reg_no,comp_reg_no,country_code,tax_code,tax_system,terms_id,pay_method,currency,pay_delay,credit_limit,credit_age,intrule_id,clearing_code,bank_account,iban,swift,collect_flag,invoice_code,expired_date,last_update,wf_state,_edge_case
HOL,CHOL0063,"Davies, Iqbal and Simpson",Patel-Scot,CORP,N,0,,GB361639001,15790734,GB,S1,UK_VAT,,DD,GBP,0,127760.38,30,STD,28-17-31,44663022,,,0,STD,,2023-11-25,T,CUST_TERMS_MISSING
HOL,CHOL0064,"Singh, Mitchell and Ryan","Alexander,",CORP,N,0,,GB872608028,98817918,GB,S2,UK_VAT,30NET,,GBP,0,92594.66,60,RULE2,31-38-62,90643207,,,0,STD,,2025-06-16,T,CUST_PAY_METHOD_MISSING
HOL,CHOL0065,"Ross, Jones and Murphy","Lawrence, ",CHAR,N,0,,GB280089806,55992559,GB,S2,UK_VAT,30NET,CHQ,,0,78751.21,30,RULE1,,,,,0,STD,,2022-02-19,T,CUST_CURRENCY_MISSING
HOL,CHOL0066,Marsden-Scott,"Gray, Wrig",GOV,N,0,,GB750162509,22924976,GB,S1,UK_VAT,COD,DD,GBP,10,,90,STD,25-21-71,98502178,,,0,STD,,2026-01-22,T,CUST_CREDIT_LIMIT_NULL
HOL,CHOL0067,"Kent, Walters and Hodgson",Chan Ltd,SME,N,0,,GB660540722,66463253,GB,S2,UK_VAT,30NET,BACS,GBP,10,0.0,60,RULE2,,,,,0,ELEC,,2024-04-21,T,CUST_CREDIT_LIMIT_ZERO
HOL,CHOL0068,Robinson PLC,Roberts-Wo,SME,N,0,,GB243755891,44160831,GB,S2,UK_VAT,60NET,BACS,GBP,0,60237.0,90,,,,,,0,ELEC,,2022-01-23,T,CUST_INTRULE_MISSING
HOL,CHOL0069,"Johnson, Anderson and Phillips","Gill, Russ",CORP,N,0,,12345INVALID,80134216,GB,S1,UK_VAT,30NET,BACS,GBP,5,132636.49,90,RULE2,,,,,0,ELEC,,2023-01-12,T,CUST_VAT_FORMAT
HOL,CHOL0070,"Bentley, Jones and Barry","Bibi, Gray",GOV,N,0,,GB557490881,ABC123,GB,Z0,UK_VAT,14NET,BACS,GBP,0,171720.5,60,STD,,,,,0,ELEC,,2024-06-07,T,CUST_COMP_REG_FORMAT
HOL,CHOL0071,"Smith, Allen and Harrison",Brown LLC,GOV,N,0,,GB543700355,84102271,GB,Z0,UK_VAT,COD,DD,GBP,0,77191.53,90,RULE2,123456,46985109,,,0,PAPER,,2023-03-27,T,CUST_SORT_FORMAT
HOL,CHOL0072,Hayes-Marshall,Knight-Tal,SME,N,0,,GB940857164,31715773,GB,S1,UK_VAT,60NET,DD,GBP,10,83109.38,60,STD,27-94-25,123X,,,0,PAPER,,2024-11-28,T,CUST_BANK_FORMAT
HOL,CHOL0073,Wong-Newman,Cole PLC,CHAR,N,0,,GB864080940,90191410,GB,S1,UK_VAT,60NET,INT,GBP,5,90599.55,30,STD,76-46-34,14510970,GB97026012796114351906,TOOSHORT,0,PAPER,,2023-11-12,T,CUST_SWIFT_FORMAT
HOL,CHOL0074,Moore Ltd,Carey-Sinc,GOV,N,0,,GB823728171,14840043,GB,S2,UK_VAT,60NET,CHQ,GBP,0,195250.95,30,RULE2,,,,,0,ELEC,2023-06-13,2022-12-25,T,CUST_EXPIRED_ACTIVE
HOL,CHOL0075,Nicholls PLC,Kaur-Davie,SME,N,0,,GB729298787,36885204,GB,Z0,UK_VAT,30NET,DD,GBP,0,184239.6,90,RULE2,81-84-54,56637316,,,0,ELEC,,2022-04-09,W,CUST_WF_STUCK
HOL,CHOL0076,"Davies, Roberts and Pritchard",Lucas-Smit,SME,N,0,,GB533744956,87162674,GB,S1,UK_VAT,14NET,CHQ,GBP,0,84391.25,30,STD,,,,,1,STD,,2023-10-28,T,CUST_COLLECT_FLAG
HOL,CHOL0077,"Burns, Howarth and Robinson",Cole-Marsh,CHAR,N,0,,GB225637455,78892172,GB,S2,UK_VAT,14NET,DD,GBP,5,193380.81,90,RULE2,,,GB41577907141633565880,SGHKGB0M,0,PAPER,,2026-03-23,T,CUST_DD_NO_BANK
HOL,CHOL0078,Saunders-Stone,"Robertson,",SME,N,0,CHOL0001,GB437018334,57451057,GB,S1,UK_VAT,14NET,CHQ,GBP,0,189688.03,90,RULE1,,,,,0,ELEC,,2025-02-18,T,CUST_SUBSIDIARY
HOL,CHOL0079,"Young, Thomas and Holt",Watson-Nel,GOV,N,0,,GB889660946,42488275,GB,S2,UK_VAT,60NET,CHQ,GBP,0,44539.48,30,STD,,,,,0,ELEC,,2021-11-16,T,CUST_NAME_DUP
HOL,CHOL0080,Thomas-Nolan,Ward Group,CORP,N,0,,GB579565240,99043272,GB,S2,UK_VAT,30NET,BACS,GBP,10,191808.65,60,RULE2,,,,,0,PAPER,,2022-10-08,T,CUST_VAT_DUP
HOL,CHOL0081,"Smith, Jones and Howell","Dixon, Moo",CHAR,N,1,,GB626998235,34544645,GB,Z0,UK_VAT,14NET,DD,GBP,5,48308.09,90,RULE1,16-77-64,74199033,,,0,PAPER,,2021-03-08,T,CUST_SUNDRY
HOL,CHOL0082,Richards PLC,Smith Ltd,SME,N,0,,GB836950507,33461307,GB,S2,UK_VAT,30NET,INT,GBP,10,94713.77,90,RULE1,,,GB11369155942843479552,MFSJGB4K,0,STD,,2022-05-06,T,CUST_STALE
HOL,CHOL0083,"Wilson, Barnes and Spencer",Edwards-Sp,GOV,C,0,,GB974230575,23404289,GB,Z0,UK_VAT,14NET,CHQ,GBP,0,113291.31,60,RULE1,,,,,0,STD,2020-11-02,2025-06-27,T,CUST_INACTIVE_FOR_TRANS_JOIN
