client,apar_id,apar_name,short_name,apar_gr_id,status,apar_once,main_apar_id,vat_reg_no,comp_reg_no,country_code,tax_code,tax_system,terms_id,pay_method,currency,pay_delay,credit_limit,credit_age,intrule_id,clearing_code,bank_account,iban,swift,collect_flag,invoice_code,expired_date,last_update,wf_state,_edge_case
HOC,CHOC0027,Fox and Sons,"Quinn, Ham",SME,N,0,,GB574765466,38682516,GB,Z0,UK_VAT,COD,DD,GBP,0,133475.9,60,STD,94-91-89,54988206,,,0,STD,,2025-08-04,T,
HOC,CHOC0028,Townsend Inc,Bruce-Smit,CHAR,N,0,,GB341206079,36726767,GB,S1,UK_VAT,30NET,CHQ,GBP,0,52744.3,60,STD,,,,,0,STD,,2023-07-22,T,
HOC,CHOC0029,"Jones, Powell and Wood","Allen, Smi",GOV,N,0,,GB871318048,61536717,GB,S2,UK_VAT,COD,DD,GBP,0,33776.41,90,RULE1,23-64-38,33607110,,,0,PAPER,,2023-11-27,T,
HOC,CHOC0030,Bates-Glover,Nixon-Ali,CORP,N,0,,GB698509918,43446826,GB,S1,UK_VAT,COD,DD,GBP,0,161276.24,90,STD,81-86-50,69401199,,,0,PAPER,,2025-07-28,T,
HOC,CHOC0031,"Holloway, Lambert and Willis",Ahmed LLC,SME,N,0,,GB270894498,73709724,GB,S2,UK_VAT,14NET,DD,GBP,0,168773.26,60,STD,72-90-40,46855845,,,0,ELEC,,2021-06-08,T,
HOC,CHOC0032,Smith and Sons,"Patterson,",GOV,N,0,,GB391751878,55076693,GB,S2,UK_VAT,30NET,INT,GBP,0,34411.98,60,STD,,,GB29316658760366909670,YHKXGB4T,0,PAPER,,2024-01-24,T,
HOC,CHOC0033,Gardiner Inc,Mann-Davis,SME,N,0,,GB335602191,46632757,GB,S2,UK_VAT,COD,CHQ,GBP,0,80827.15,90,STD,,,,,0,ELEC,,2025-01-23,T,
HOC,CHOC0034,Bentley PLC,Morgan and,SME,N,0,,GB237039296,93517915,GB,Z0,UK_VAT,30NET,CHQ,GBP,5,120419.09,90,RULE1,,,,,0,STD,,2024-08-09,T,
HOC,CHOC0035,Stevenson Group,Taylor Inc,GOV,N,0,,GB595744935,34391257,GB,S1,UK_VAT,14NET,DD,GBP,5,68833.77,60,RULE2,53-58-45,66581473,,,0,ELEC,,2025-09-06,T,
HOC,CHOC0036,Lamb Group,Bennett-Th,SME,N,0,,GB120812641,82399599,GB,S1,UK_VAT,14NET,BACS,GBP,0,131778.1,90,RULE1,,,,,0,STD,,2026-04-29,T,
HOC,CHOC0037,Davison-Andrews,"Adams, Jon",GOV,N,0,,GB121882877,93394260,GB,S1,UK_VAT,60NET,CHQ,GBP,0,97344.41,30,STD,,,,,0,STD,,2023-08-11,T,
HOC,CHOC0038,Morgan PLC,"Freeman, M",CHAR,N,0,,GB280162221,91321540,GB,Z0,UK_VAT,30NET,INT,GBP,0,193120.55,30,STD,,,GB13496631931491905865,BQAKGBRP,0,ELEC,,2024-07-25,T,
HOC,CHOC0039,"Jones, Bell and Hill",Hunt Inc,GOV,N,0,,GB567600762,33640702,GB,Z0,UK_VAT,14NET,DD,GBP,10,162598.85,90,RULE2,69-65-85,46023439,,,0,ELEC,,2025-10-11,T,
HOC,CHOC0040,Rees Inc,"Taylor, Ah",CORP,N,0,,GB399496923,70505620,GB,S1,UK_VAT,COD,CHQ,GBP,10,124014.68,60,RULE2,,,,,0,STD,,2023-10-10,T,
HOC,CHOC0041,"Smith, Wright and Bibi",Moss-Armst,GOV,N,0,,GB623502759,38470244,GB,S2,UK_VAT,14NET,INT,GBP,0,59533.41,90,STD,,,GB45808313678377701436,RHPMGBTP,0,PAPER,,2024-02-02,T,
HOC,CHOC0042,Hudson-Martin,"McLean, Ph",CHAR,N,0,,GB854684750,70900658,GB,S2,UK_VAT,14NET,INT,GBP,0,49954.92,90,RULE1,,,GB50182337498941343524,ANHZGBTZ,0,STD,,2024-07-30,T,
HOC,CHOC0043,"Hodgson, Saunders and Mitchell",Bailey PLC,CORP,N,0,,GB113169872,87049595,GB,S2,UK_VAT,COD,DD,GBP,5,90891.42,30,RULE1,42-71-24,18770247,,,0,ELEC,,2023-10-05,T,
HOC,CHOC0044,"Turner, Ford and Dobson",Daniels-St,CORP,N,0,,GB262915636,30024960,GB,Z0,UK_VAT,14NET,BACS,GBP,0,198814.03,30,STD,,,,,0,ELEC,,2024-05-26,T,
HOC,CHOC0045,Shaw LLC,Fraser-Lee,SME,N,0,,GB583736219,69421007,GB,S2,UK_VAT,COD,CHQ,GBP,0,115882.75,30,STD,,,,,0,PAPER,,2021-07-23,T,
HOC,CHOC0046,"Stokes, Robinson and Gough","Bailey, Wa",GOV,N,0,,GB384161612,98641164,GB,S1,UK_VAT,60NET,CHQ,GBP,0,38893.64,30,RULE1,,,,,0,STD,,2023-04-17,T,
HOC,CHOC0047,"Webb, Shaw and Pritchard",Cox and So,SME,N,0,,GB412737284,14380847,GB,S1,UK_VAT,14NET,DD,GBP,0,142082.57,60,RULE1,97-39-43,93893865,,,0,PAPER,,2024-09-16,T,
HOC,CHOC0048,Bird-Kelly,Martin-Tho,SME,N,0,,GB223240112,83089925,GB,S1,UK_VAT,60NET,CHQ,GBP,0,166193.08,30,RULE1,,,,,0,STD,,2025-06-12,T,
HOC,CHOC0049,Lowe-Smith,Green Grou,CHAR,N,0,,GB571537429,26690465,GB,S2,UK_VAT,14NET,INT,GBP,5,188821.87,90,STD,,,GB73719065940139904902,MQXEGBVW,0,ELEC,,2021-07-06,T,
HOC,CHOC0050,Thomas-Shepherd,Todd LLC,CHAR,N,0,,GB538460431,54735895,GB,S2,UK_VAT,30NET,DD,GBP,0,69311.71,90,RULE2,46-94-61,83832717,,,0,STD,,2023-07-21,T,
HOC,CHOC0051,Cox PLC,"Rowe, Pott",CHAR,N,0,,GB371011200,53389073,GB,S1,UK_VAT,COD,BACS,GBP,10,165860.8,30,STD,,,,,0,PAPER,,2023-08-05,T,
HOC,CHOC0052,"Cooke, Kaur and Lee","Fisher, Sy",CORP,N,0,,GB301415220,79583757,GB,S2,UK_VAT,COD,DD,GBP,5,153198.15,30,RULE2,80-26-46,68802946,,,0,PAPER,,2023-09-20,T,
HOC,CHOC0053,Sutton-Coles,Sutton and,CORP,N,0,,GB776481264,91721371,GB,S1,UK_VAT,60NET,BACS,GBP,0,112413.61,90,RULE2,,,,,0,STD,,2022-04-06,T,
HOC,CHOC0054,"Smith, Webb and Porter",Simpson-Mo,SME,N,0,,GB226128312,96934122,GB,S1,UK_VAT,COD,BACS,GBP,0,104230.04,60,RULE2,,,,,0,ELEC,,2023-08-26,T,
HOC,CHOC0055,Taylor and Sons,Jennings-P,SME,N,0,,GB691916368,29413516,GB,S2,UK_VAT,60NET,CHQ,GBP,10,104106.97,30,RULE1,,,,,0,ELEC,,2025-05-02,T,
HOC,CHOC0056,Gill-Ali,"Taylor, Ba",CHAR,N,0,,GB945805127,78147397,GB,S2,UK_VAT,30NET,DD,GBP,0,146579.94,90,STD,94-72-29,69934576,,,0,PAPER,,2023-09-19,T,
HOC,CHOC0057,"Griffiths, Carr and Taylor",Ryan Group,CHAR,N,0,,GB692616814,82937948,GB,S2,UK_VAT,COD,INT,GBP,0,174572.33,90,RULE1,,,GB83636057662702895171,NLSKGBXF,0,ELEC,,2025-05-20,T,
HOC,CHOC0058,Rogers-James,Wilson Ltd,CHAR,N,0,,GB769219685,63349308,GB,Z0,UK_VAT,30NET,INT,GBP,0,171206.56,90,RULE2,,,GB50780913431611724005,UHJDGBTU,0,STD,,2021-12-15,T,
HOC,CHOC0059,Matthews LLC,Morgan LLC,CORP,N,0,,GB754436820,61344226,GB,Z0,UK_VAT,60NET,CHQ,GBP,5,183001.66,30,RULE1,,,,,0,ELEC,,2024-07-30,T,
HOC,CHOC0060,Hart-Matthews,"Fry, Day a",SME,N,0,,GB374154962,99501846,GB,S1,UK_VAT,COD,INT,GBP,0,137134.12,30,RULE1,,,GB66594647436713695944,AVKAGB52,0,STD,,2026-02-08,T,
HOC,CHOC0061,Carpenter-Hunt,Thomas-And,CHAR,N,0,,,40885967,GB,Z0,UK_VAT,14NET,DD,GBP,0,129140.49,90,RULE2,96-94-97,28358198,,,0,PAPER,,2021-07-18,T,CUST_VAT_MISSING
HOC,CHOC0062,Briggs-Sinclair,"Robinson, ",CHAR,N,0,,GB946764061,,GB,S1,UK_VAT,14NET,BACS,GBP,0,22576.01,60,RULE2,,,,,0,PAPER,,2023-05-01,T,CUST_COMP_REG_MISSING
HOC,CHOC0063,Smith Ltd,Winter-Ben,GOV,N,0,,GB241905500,82398083,GB,S2,UK_VAT,,CHQ,GBP,0,55109.17,60,RULE2,,,,,0,PAPER,,2025-11-18,T,CUST_TERMS_MISSING
HOC,CHOC0064,"Holmes, Singh and Pratt",Hargreaves,CORP,N,0,,GB602866993,20106509,GB,S1,UK_VAT,60NET,,GBP,5,193617.6,90,RULE2,,,GB21604817549651370985,XFBVGB6K,0,ELEC,,2021-08-27,T,CUST_PAY_METHOD_MISSING
HOC,CHOC0065,"Wall, Johnson and Adams",Peters LLC,CORP,N,0,,GB139956218,50851122,GB,S2,UK_VAT,30NET,CHQ,,0,50786.01,90,RULE1,,,,,0,ELEC,,2023-07-19,T,CUST_CURRENCY_MISSING
HOC,CHOC0066,"Gordon, Miles and Ahmed",Naylor-Luc,SME,N,0,,GB730651895,30739712,GB,S2,UK_VAT,30NET,INT,GBP,5,,60,RULE1,,,GB98537735158506431713,QPAUGBIE,0,PAPER,,2022-02-25,T,CUST_CREDIT_LIMIT_NULL
HOC,CHOC0067,"Singh, Davies and Poole","Pearce, St",GOV,N,0,,GB729624046,38984499,GB,S1,UK_VAT,14NET,BACS,GBP,0,0.0,90,RULE1,,,,,0,ELEC,,2025-10-25,T,CUST_CREDIT_LIMIT_ZERO
HOC,CHOC0068,Hussain-Sykes,"Jenkins, S",GOV,N,0,,GB680051935,43642236,GB,S1,UK_VAT,30NET,CHQ,GBP,0,30701.63,60,,,,,,0,PAPER,,2022-10-26,T,CUST_INTRULE_MISSING
HOC,CHOC0069,"Dobson, Jones and Hutchinson","Thompson, ",GOV,N,0,,12345INVALID,17032877,GB,S1,UK_VAT,COD,BACS,GBP,10,27161.61,30,RULE2,,,,,0,ELEC,,2025-05-13,T,CUST_VAT_FORMAT
HOC,CHOC0070,"Bibi, Green and Watson",Davies and,CORP,N,0,,GB585337126,ABC123,GB,S1,UK_VAT,30NET,INT,GBP,10,63817.91,90,RULE1,,,GB17766177115921249985,JPHNGBP2,0,STD,,2025-10-13,T,CUST_COMP_REG_FORMAT
HOC,CHOC0071,Kennedy Inc,Robinson P,SME,N,0,,GB584853393,40667888,GB,S2,UK_VAT,14NET,DD,GBP,5,82752.39,90,RULE1,123456,97874085,,,0,ELEC,,2023-05-25,T,CUST_SORT_FORMAT
HOC,CHOC0072,Murphy Ltd,Chamberlai,GOV,N,0,,GB837468465,73655158,GB,S1,UK_VAT,30NET,DD,GBP,0,23179.87,30,STD,50-95-42,123X,GB57280988516560494519,NEMWGBMU,0,STD,,2025-04-11,T,CUST_BANK_FORMAT
HOC,CHOC0073,Kennedy Ltd,Lawrence I,SME,N,0,,GB174716780,29042093,GB,Z0,UK_VAT,30NET,INT,GBP,0,150491.79,30,RULE2,,,GB45936899809402445502,TOOSHORT,0,ELEC,,2023-07-19,T,CUST_SWIFT_FORMAT
HOC,CHOC0074,Lloyd-Roberts,"Weston, Pa",CHAR,N,0,,GB434618074,53537934,GB,Z0,UK_VAT,30NET,CHQ,GBP,0,35338.08,90,RULE1,,,,,0,PAPER,2022-12-16,2021-06-17,T,CUST_EXPIRED_ACTIVE
HOC,CHOC0075,Murphy Group,"Hill, Moor",SME,N,0,,GB810751262,66910299,GB,S2,UK_VAT,COD,INT,GBP,5,58267.53,90,RULE1,,,GB54614978403690034324,HDMLGBET,0,STD,,2023-10-22,W,CUST_WF_STUCK
HOC,CHOC0076,Osborne-Peters,"Pugh, Walk",CORP,N,0,,GB526351920,15677713,GB,S2,UK_VAT,30NET,INT,GBP,5,184626.67,60,STD,,,GB64966416052975161369,KCWTGBH2,1,STD,,2023-11-12,T,CUST_COLLECT_FLAG
HOC,CHOC0077,Reid Group,Smith-Smit,GOV,N,0,,GB933468715,56892354,GB,S2,UK_VAT,60NET,DD,GBP,0,25046.88,60,RULE1,,,,,0,STD,,2024-05-18,T,CUST_DD_NO_BANK
HOC,CHOC0078,"White, Hobbs and Jones",Robertson ,CORP,N,0,CHOC0001,GB290209201,94281857,GB,S2,UK_VAT,COD,CHQ,GBP,10,153176.04,60,STD,,,,,0,PAPER,,2024-08-09,T,CUST_SUBSIDIARY
HOC,CHOC0079,"Griffiths, Cox and Smith","Francis, H",CHAR,N,0,,GB262089272,69023966,GB,S1,UK_VAT,COD,INT,GBP,5,128120.1,60,STD,,,GB17581477005411998679,OUXLGB3X,0,ELEC,,2024-05-24,T,CUST_NAME_DUP
HOC,CHOC0080,Cole Inc,Miles-Free,GOV,N,0,,GB131994523,70468188,GB,S1,UK_VAT,14NET,DD,GBP,0,103387.06,30,RULE1,41-66-66,80339290,,,0,PAPER,,2024-06-02,T,CUST_VAT_DUP
HOC,CHOC0081,Farmer-Lee,Franklin-J,CHAR,N,1,,GB500346767,47969333,GB,S2,UK_VAT,COD,CHQ,GBP,0,137385.06,30,STD,,,,,0,PAPER,,2022-11-17,T,CUST_SUNDRY
HOC,CHOC0082,"Brown, Shaw and Allen",Bailey-Par,CHAR,N,0,,GB201474984,84888554,GB,Z0,UK_VAT,COD,BACS,GBP,0,54139.18,90,STD,,,,,0,STD,,2022-05-06,T,CUST_STALE
HOC,CHOC0083,Davis-Watson,Powell-Hun,GOV,C,0,,GB475617211,51638598,GB,Z0,UK_VAT,COD,BACS,GBP,0,121033.04,30,RULE2,,,,,0,PAPER,2021-11-03,2023-02-11,T,CUST_INACTIVE_FOR_TRANS_JOIN
